Taxon,ApE1D1,ApE1D2,ApE1D3,ApE2D1,ApE2D2,ApE2D3,ApE3D1,ApE3D2,ApE3D3,ApE4D1,ApE4D2,ApE4D3,JuE1D1,JuE1D2,JuE1D3,JuE2D1,JuE2D2,JuE2D3,JuE3D1,JuE3D2,JuE3D3,JuE4D1,JuE4D2,JuE4D3,ApE1W1,ApE1W2,ApE1W3,ApE2W1,ApE2W2,ApE2W3,ApE3W1,ApE3W2,ApE3W3,ApE4W1,ApE4W2,ApE4W3,JuE1W1,JuE1W2,JuE1W3,JuE2W1,JuE2W2,JuE2W3,JuE3W1,JuE3W2,JuE3W3,JuE4W1,JuE4W2,JuE4W3,AuE1D1,AuE1D2,AuE1D3,AuE2D1,AuE2D2,AuE2D3,AuE3D1,AuE3D2,AuE3D3,AuE4D1,AuE4D2,AuE4D3,AuE1W1,AuE1W2,AuE1W3,AuE2W1,AuE2W2,AuE2W3,AuE3W1,AuE3W2,AuE3W3,AuE4W1,AuE4W2,AuE4W3
1589,7.52889E-08,5.74183E-08,0,2.24451E-07,7.82647E-08,0,3.80082E-08,2.26148E-07,7.62858E-08,1.24831E-07,1.88811E-07,8.53484E-08,0,0,0,1.21306E-07,0,0,1.28799E-07,2.76587E-07,2.49995E-07,1.48935E-07,4.60115E-07,1.84093E-07,4.44856E-08,0,0,0,0,1.29182E-08,1.14879E-07,0,5.62844E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99395E-08,2.18049E-07,1.17133E-07,1.77499E-07,1.4828E-07,3.87181E-07,1.0377E-07,1.1002E-08,1.27209E-08,1.1907E-08,0,0,0,0,0,0,0,0,0
1590,0,0,0,0,0,0,0,9.97531E-08,0,0,0,0,0,0,0,0,0,0,2.91436E-07,5.2699E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,0,0,0,0,0,0,0,0,0,2.37236E-08,2.12049E-08,2.39377E-08,0,0,0,0,0,0,0,0,0,2.14885E-08,7.13341E-08,8.60805E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.40129E-08,6.99877E-08,2.2847E-08,2.25488E-08,0,0,0,0,0,0,0,0,0,0,0,0
1592,0,4.44756E-08,0,0,0,0,0,0,0,0,0,0,0,0,1.65902E-08,0,0,0,0,0,5.15443E-08,0,0,0,0,0,0,0,0,0,2.65617E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1831E-08,0,0,0,1.12919E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14694E-08,0,0,2.20829E-08,0,0,0,0
1593,0,0,0,2.33555E-08,0,1.05777E-07,0,0,0,0,0,0,0,0,0,5.00554E-08,0,0,0,5.63238E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07866E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,0,0,0,0,0,0,0,6.33652E-08,3.1186E-08,0,0,3.32718E-08,0,0,0,0,0,0,1.23417E-07,3.34755E-08,0,0,6.60999E-08,0,0,0,0,0,0,0,2.89005E-08,2.50285E-08,0,0,0,3.35575E-08,0,0,0,0,0,0,0,0,2.37532E-08,0,0,0,0,0,0,0,0,0,0,0,2.57183E-08,0,0,0,0,0,0,0,0,0,2.85617E-08,0,5.59221E-08,0,0,0
1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1596,0,0,0,0,0,0,1.01529E-07,6.90073E-08,1.01889E-07,3.59104E-08,0,0,0,0,0,0,0,0,3.36016E-08,1.45825E-07,1.83229E-07,0,3.59928E-08,3.2575E-08,0,0,0,0,0,0,0,0,6.28381E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11634E-08,5.77973E-08,0,0,0,0,0,0,0,0,0,0,0,2.61667E-08,0,0,0,0
1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3971E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60656E-08,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,0,0,0,0,0,0,0,2.79863E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75824E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59293E-08,2.10383E-07,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,0,5.04747E-08,0,0,0,0,2.29817E-08,3.99804E-08,0,0,3.74903E-08,9.44682E-08,4.86998E-08,9.57216E-08,1.31795E-07,2.78042E-07,0,4.90949E-08,0,0,2.32218E-08,0,0,5.66184E-08,0,0,0,0,1.33531E-08,1.26178E-08,0,0,0,0,0,2.77898E-08,0,0,0,0,4.15126E-08,2.419E-08,0,0,0,0,0,0,6.40748E-08,4.4519E-08,1.82729E-08,0,0,1.28304E-07,0,0,0,0,0,3.07611E-08,0,0,0,0,1.30165E-08,1.41254E-08,0,0,2.64631E-08,0,4.89174E-08,0
1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73988E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26803E-08,0,0,0,0,0,0,0,0,0,0,0,3.46635E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47433E-08,0,0,0,0,0,0,0,0,0,0,0
1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66914E-08,0,0,0,0,0,0,0,0,0,0,7.37102E-08,3.45938E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62706E-08,0,0,0,0,0,0,0
1604,0,6.35679E-08,8.09873E-08,0,0,0,0,0,0,0,0,0,1.38463E-07,4.98747E-08,1.82959E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84176E-08,3.52544E-08,4.02464E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34075E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54863E-07,0,0,0,0,0,0,0,0,0,0
1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11851E-08,0,0,0,0,0,0,0,0,0,0,8.95192E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10586E-08,8.39755E-08,0,0,0,0,0,0,0,0,0,0,4.51984E-08,0,1.58779E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51008E-08,6.98402E-08,0,0,0,0,0,0,0,0,0,0
1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19931E-07,1.73625E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36362E-08,0,0,0,0,0,0,0,0,0,0,9.73171E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75131E-07,6.81966E-09,0,0,0,1.72791E-08,9.75621E-09,0,0,7.97402E-09,3.56021E-08,1.30138E-08,8.80938E-08,2.81001E-08,5.15778E-09,0,0,0,0,0,8.0186E-09,1.2184E-07,0,3.36755E-07,0,0,0,0,0,0,0,0,0,0,0,0,4.90537E-09,0,0,0,0,0,0,0,9.43908E-09,0,0,0
1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85301E-08,7.85209E-08,0,0,0,0,0,0,0,0,0,0,0,3.94038E-08,0,0,0,0,0,0,0,0,3.80378E-08,0,3.05644E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73023E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97953E-08,0,0,0,0,0,0,0,0,0,0,0,0,3.77676E-08,0,0,0,0,0,0,0,0,1.07776E-07,4.54985E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.39214E-08,0
1613,0,0,0,0,0,0,0,4.97534E-08,0,0,0,0,3.00875E-08,0,0,0,0,0,0,0,0,0,3.89255E-08,5.66184E-08,0,0,0,0,0,0,6.80767E-08,0,0,0,0,0,0,0,0,0,0,0,0,2.84852E-08,0,0,0,0,0,0,0,1.17683E-07,3.5647E-08,3.097E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17108E-08,4.11595E-08,5.38001E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53788E-07
1615,0,0,0,0,0,0,0,0,0,9.62003E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36325E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39963E-06,6.88221E-07,3.79084E-07,6.16808E-09,0,0,0,0,0,1.39121E-08,5.15975E-08,0,2.18053E-07,1.64281E-07,4.47549E-07,3.82918E-08,0,2.27395E-08,0,0,0,0,0,0,0,0,0,0,1.27232E-08,0,0,0,0,0,0,0,3.18889E-07,4.93433E-08,3.4329E-07,2.71607E-08,7.25011E-09,0,0,0,0,0,0,0
1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50233E-08,0,0,0,0,0,0,0,0,0,1.47161E-07,1.63242E-07,2.86193E-08,0,0,0,0,0,0,0,0,0
1618,0,0,0,0,5.99691E-08,0,0,0,0,0,0,0,4.53266E-08,0,0,0,6.14192E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07404E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3103E-07,1.83546E-08,3.46501E-08,6.80251E-08,3.28105E-08,6.20074E-08,0,0,0,0,0,0,5.62809E-08,5.6722E-08,0,1.81116E-08,3.40008E-08,1.48596E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12821E-07,0,2.85768E-08,5.13636E-08,1.59917E-08,6.52094E-08,0,0,0,0,0,0
1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33354E-08,0,8.17252E-09,2.42123E-08,2.91958E-08,5.51761E-08,0,4.4339E-08,6.8889E-08,0,0,0,1.01582E-07,1.12162E-08,8.23496E-09,1.07442E-08,4.03399E-08,6.17051E-08,2.90396E-08,2.23576E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91598E-08,0,2.54285E-08,8.10893E-09,1.89732E-08,1.02948E-08,1.7602E-08,1.01796E-07,1.72318E-08,0,0,0
1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15348E-08,0,0,0,0,0,0,0,0,0,0,0,6.2971E-08,0,1.72214E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48267E-07,0,0,0,0,0,0,0
1623,0,0,0,0,0,0,4.43145E-08,3.01198E-08,4.44715E-08,2.35108E-08,8.40589E-08,1.0709E-08,0,0,0,0,0,0,2.19993E-08,0,2.79911E-07,0,7.06943E-08,0,1.08E-07,6.90179E-08,2.54016E-08,1.06266E-08,0,5.49155E-09,0,0,0,0,0,0,8.13518E-08,0,2.16856E-08,1.41467E-08,2.17688E-08,0,9.13684E-09,0,1.68569E-08,0,0,0,0,0,0,0,0,0,8.16117E-08,3.78404E-08,0,2.312E-08,0,4.46932E-08,3.2853E-08,1.19232E-08,6.79993E-08,1.45271E-08,5.09856E-08,3.45172E-08,9.19294E-09,0,2.69988E-08,0,5.14263E-08,9.58304E-09
1624,0,0,0,0,0,0,0,0,0,0,4.95903E-08,0,0,0,0,0,0,0,0,0,2.35904E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99829E-08,9.33838E-08,7.05591E-08,3.50697E-07,0,0,0,0,0,0,0,0,0,2.72792E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07886E-08
1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64352E-09,1.0022E-08,1.12834E-08,0,0,0,0,0,0,0,0,0,2.6971E-07,2.06476E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16265E-08,8.33506E-09,3.12071E-08,3.73188E-09,0,0,0,0,0,0,0,0
1626,0,0,0,0,1.09943E-07,3.96663E-08,0,0,0,0,0,0,0,0,0,3.75415E-08,0,9.81897E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08343E-07,6.56358E-08,0,0,0,0,4.09187E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,1.62118E-07,0,0,6.44408E-08,0,3.64814E-08,0,0,0,0,0,0,2.54756E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6577E-08,0,3.32146E-08,0,5.24456E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,2.15633E-07,0,2.65446E-08,0,0,0,0,0,0,0,0,0,6.77699E-08,0,7.86019E-08,0,0,0,0,0,0,0,0,0,0,0,0,4.62306E-08,8.3619E-08,1.84367E-07,0,0,0,0,0,0,2.23798E-08,0,0,3.07722E-08,5.77683E-08,5.04938E-08,0,0,0,0,0,0,1.33748E-07,9.29279E-08,1.14427E-07,0,0,0,0,0,0,0,0,0,2.24314E-08,0,0,1.39348E-07,8.15109E-08,1.17941E-07,0,0,0,0,0,0
1629,0,3.61735E-08,0,0,0,0,0,0,0,0,0,0,0,0,8.096E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98701E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,0,0,0,0,0,0,0,0,0,0,0,3.20619E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1247E-08,0,9.06053E-08,0,0,0,0,0,0,0,0,0,0,0,0
1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03875E-08,0,0,0,0,0,0,0,0,0,0,0,0,7.84424E-08,7.90261E-08,2.10418E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,0,0,0,7.06271E-08,1.10823E-07,0,0,0,0,0,0,0,2.79212E-08,3.61093E-08,3.2384E-08,0,7.56685E-08,9.89753E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10484E-08,0,7.28064E-08,6.61609E-08,8.62206E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57701E-08,1.58614E-08,1.4988E-08,0,0,0,0,0,0,0,0,0,0,0,2.8734E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6081E-08,0,3.35577E-08,0,0,0,0,0,0
1635,2.15111E-08,3.50349E-08,0,0,0,0,0,0,0,0,0,0,0,2.18579E-08,0,0,0,0,0,0,0,0,0,0,5.65495E-09,0,0,3.4589E-08,5.5611E-08,9.85288E-08,0,0,0,0,0,0,2.23256E-08,4.00579E-08,0,5.3721E-08,7.20355E-09,5.6668E-08,0,0,0,0,0,0,2.00137E-08,0,1.9025E-08,0,0,0,0,0,0,0,0,0,4.47541E-08,0,1.81632E-08,6.3713E-08,1.35523E-08,2.20603E-08,0,0,0,0,0,0
1636,1.63874E-07,1.25603E-08,9.49339E-09,2.01239E-07,6.54139E-07,2.48124E-07,0,1.39931E-08,5.53252E-08,0,0,0,2.66609E-08,1.56724E-08,0,1.25036E-07,5.24409E-07,3.15025E-08,3.45482E-08,5.303E-08,0,1.9543E-08,0,0,0,0,0,1.95957E-08,4.72579E-08,4.46556E-08,3.78204E-08,0,1.88773E-08,0,3.32659E-08,0,0,0,0,0,1.22431E-08,2.14027E-08,0,0,0,0,0,3.89663E-08,0,2.21564E-08,0,1.39774E-07,3.15846E-07,2.4645E-07,0,5.94254E-08,0,2.12171E-08,0,0,0,1.09934E-08,0,1.96883E-08,0,0,3.7377E-08,1.57216E-08,1.82955E-08,0,0,1.61689E-08
1637,0,0,0,0,0,0,2.47673E-08,4.20846E-08,3.72825E-08,5.25606E-08,5.87253E-08,0,0,0,0,0,2.37057E-08,0,2.45907E-08,0,6.70464E-08,5.95106E-08,2.63406E-08,3.5759E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9822E-08,5.28722E-08,5.12433E-08,2.58434E-08,5.06184E-08,1.24895E-08,0,0,0,0,0,0,0,0,0,0,0,0
1638,0,0,0,1.43551E-07,0,1.21901E-07,0,0,0,0,0,0,0,0,0,0,0,3.35282E-08,0,8.65463E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14108E-08,0,0,0,0,0,0,3.69951E-08,0,8.76226E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31503E-07,4.34062E-08,0,0,2.58641E-08,2.44399E-08,2.0699E-08,0,0,0,0,0,1.03834E-07,3.72611E-08,1.09428E-08,0,0,1.75705E-08,0,0,0,9.9378E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14481E-07,2.40665E-08,6.19485E-08,5.38769E-09,6.30302E-09,0,1.02282E-08,0,0,0,0,0
1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,0,0,0,0,0,0,0,2.45135E-08,0,3.82695E-08,3.42064E-08,0,0,0,0,0,0,0,0,0,0,3.46639E-08,0,0,0,0,0,0,0,0,0,2.90476E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.94448E-08,0,0,0,0,0
1642,8.15054E-08,0,0,0,8.30507E-09,2.69673E-08,0,0,0,0,0,0,3.20197E-08,4.14098E-08,3.71376E-08,0,8.5059E-09,2.22516E-08,0,0,0,0,0,0,1.29033E-07,7.26068E-08,4.337E-08,0,8.78404E-08,1.58914E-07,0,0,0,0,0,0,1.68421E-07,5.96177E-08,4.37714E-08,1.458E-07,1.66363E-07,1.59129E-07,3.2294E-08,0,0,0,0,0,0,0,7.20856E-08,0,1.48743E-08,1.29228E-08,2.35337E-07,0,1.05755E-07,0,0,0,1.35404E-07,3.26598E-07,6.33713E-08,1.68185E-07,1.20828E-07,1.33703E-07,0,0,0,0,0,0
1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,1.36678E-08,0,0,3.13064E-08,0,1.77232E-07,0,0,0,0,0,0,0,1.38882E-08,0,0,0,0,0,0,0,0,0,0,1.43723E-08,0,0,6.5932E-08,5.56955E-08,3.33886E-08,0,0,0,0,0,0,2.1278E-08,0,2.24244E-08,8.77718E-08,7.32324E-08,1.28021E-07,0,0,0,0,0,0,0,1.9634E-08,0,0,0,2.54789E-08,0,0,0,0,0,0,7.10902E-09,0,2.30812E-08,1.61929E-07,7.15132E-08,2.80336E-08,0,0,0,0,0,0
1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.02264E-09,2.03165E-08,0,0,0,4.77588E-07,7.82491E-08,1.28853E-07,9.18357E-08,1.58947E-07,1.49878E-08,0,9.29433E-09,1.36478E-08,0,0,0,5.26138E-08,4.32079E-08,2.8644E-07,8.67603E-08,0,1.46288E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.92954E-08,3.21939E-08,1.24882E-07,3.9108E-08,1.18721E-07,3.31099E-08
1646,0,0,0,0,0,0,0,0,0,3.54251E-08,0,0,0,0,0,0,0,0,0,0,0,0,7.10127E-08,1.60674E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04509E-07,1.70581E-07,0,0,0,0,0,0,0,0,0,0,0,0,2.65476E-08
1647,3.10667E-07,3.36385E-07,7.54539E-08,0,0,0,0,5.4685E-08,0,0,0,0,6.23241E-08,9.76983E-08,7.88571E-08,0,0,0,0,0,0,4.48014E-08,0,0,2.27483E-08,1.21669E-08,0,3.52938E-08,2.17494E-08,2.05517E-08,0,0,0,0,0,0,1.67077E-08,2.39823E-08,9.20194E-09,1.20058E-08,1.12692E-08,1.97002E-08,3.88869E-08,2.66125E-08,0,0,0,0,7.00731E-08,5.69737E-08,1.31806E-07,0,0,2.46063E-08,0,3.98038E-08,1.02873E-07,0,9.52676E-08,4.70122E-08,4.30011E-08,3.06788E-07,0,9.06111E-09,5.30027E-08,2.30073E-08,0,0,0,0,0,0
1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58411E-08,0,2.12295E-08,7.87365E-08,3.4647E-08,0,0,0,0,0,0,0,0,0,8.59555E-08,2.88651E-08,3.07429E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26014E-08,0,5.10266E-08
1649,0,0,0,0,0,0,8.82333E-08,0,0,0,0,0,0,0,0,0,0,0,4.38021E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06237E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,0,0,0,0,0,3.20381E-08,6.3347E-08,8.61117E-08,9.53572E-08,6.72169E-08,0,3.39117E-08,0,0,0,0,0,0,3.14477E-08,0,1.71484E-07,0,0,0,0,0,0,0,6.66697E-08,1.29182E-08,0,1.54245E-08,2.9405E-08,0,0,3.47928E-07,3.29303E-08,1.57561E-08,0,3.01861E-08,8.50019E-08,1.78112E-08,1.45198E-08,2.98101E-08,0,2.02406E-07,4.2949E-08,2.17178E-07,0,0,0,0,0,0,2.91657E-08,2.70462E-08,2.62129E-08,1.19133E-07,3.23666E-08,0,2.20041E-08,0,0,3.41733E-08,1.33264E-08,2.89235E-08,4.67129E-08,1.82247E-07,0,0,1.60824E-07,1.86618E-07
1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14933E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
