Taxon,ApE1D1,ApE1D2,ApE1D3,ApE2D1,ApE2D2,ApE2D3,ApE3D1,ApE3D2,ApE3D3,ApE4D1,ApE4D2,ApE4D3,JuE1D1,JuE1D2,JuE1D3,JuE2D1,JuE2D2,JuE2D3,JuE3D1,JuE3D2,JuE3D3,JuE4D1,JuE4D2,JuE4D3,ApE1W1,ApE1W2,ApE1W3,ApE2W1,ApE2W2,ApE2W3,ApE3W1,ApE3W2,ApE3W3,ApE4W1,ApE4W2,ApE4W3,JuE1W1,JuE1W2,JuE1W3,JuE2W1,JuE2W2,JuE2W3,JuE3W1,JuE3W2,JuE3W3,JuE4W1,JuE4W2,JuE4W3,AuE1D1,AuE1D2,AuE1D3,AuE2D1,AuE2D2,AuE2D3,AuE3D1,AuE3D2,AuE3D3,AuE4D1,AuE4D2,AuE4D3,AuE1W1,AuE1W2,AuE1W3,AuE2W1,AuE2W2,AuE2W3,AuE3W1,AuE3W2,AuE3W3,AuE4W1,AuE4W2,AuE4W3
1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22288E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59564E-08,0,0,0,0,0,0,0,0,0
1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54399E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76805E-08,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50582E-08,1.761E-07,5.68358E-08,0,0,0,0,0,0,0,0,0,2.40117E-08,1.72332E-08,2.64036E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08702E-07,0,0,0,0,0,0,0,0,0,9.90516E-08
1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05836E-08,0,0,0,0,0,0,0,0,0,0,0,2.60534E-08,0,0,2.34257E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41381E-08,0,0,0,0,0,0,0,0,0,0
1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54925E-08,3.09089E-08,0,0,0,0,0,0,0,0,0,2.74419E-08,0,1.06041E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83367E-08,1.06007E-08,7.93799E-08,0,0,0,0,0,0,0,0,0
1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1245E-07,5.94826E-08,5.35754E-08,0,0,0,0,0,0,0,0,0,8.53748E-09,0,3.59898E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22286E-08,0,0,0,0,0,0,0,0,0,0,9.37041E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72362E-08,3.54543E-08,0,0,0,0,0,0,0,0,0,3.38988E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82868E-08,1.93075E-07,3.29357E-08,0,0,0,0,0,0,0,0,0,8.8174E-08,4.52019E-08,5.97372E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89379E-08,4.37932E-08,1.36638E-08,0,0,0,0,0,0,0,0,0
1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69632E-08,5.22286E-08,2.94011E-08,0,0,0,0,0,0,0,0,0,4.6852E-08,2.69007E-08,1.97505E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7568E-08,1.41171E-07,1.01645E-08,0,0,0,0,0,0,0,0,0
1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99422E-09,0,6.18178E-09,0,0,0,0,0,0,0,0,0,0,0,3.1145E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87942E-08,0,0,0,0,0,0,0,0,0,0,0,3.28285E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80499E-08,0,0,0,0,0,0,0,0,0,0
1535,0,0,9.42792E-08,0,0,0,0,0,0,0,0,0,4.814E-08,0,2.79172E-08,0,0,0,0,0,0,0,0,0,0,1.28534E-07,3.32915E-08,0,0,0,0,0,0,0,0,0,4.21226E-08,6.24299E-08,5.91933E-08,2.85544E-08,7.48681E-08,4.68546E-08,0,0,0,0,0,0,0,0,0,0,0,2.4776E-08,0,0,0,0,0,0,1.39427E-07,3.24217E-08,2.02741E-08,0,0,0,0,0,0,0,0,0
1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56686E-08,0,0,0,0,0,0,0,0,0,0,5.62224E-08,0,1.18503E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26875E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2153E-08,1.71594E-08,0,0,0,0,0,0,0,0,0,2.46098E-08,4.46456E-08,2.39099E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28002E-08,2.15799E-07,8.7432E-08,0,1.99184E-08,0,0,0,0,0,0,0
1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88728E-08,5.74028E-08,7.16414E-08,9.72713E-08,2.88047E-08,3.8516E-08,0,0,0,0,0,0,0,1.72999E-07,9.15797E-08,2.32917E-07,1.13266E-07,1.74896E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67878E-07,1.32564E-07,1.71569E-07,4.95266E-09,0,2.46908E-08,0,0,0,0,0,0
1540,0,2.49473E-08,9.42792E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31857E-08,2.17031E-08,6.85502E-08,2.23621E-08,4.23584E-08,7.27299E-09,0,0,0,0,0,0,2.22977E-07,1.39781E-07,3.34785E-07,5.22152E-08,1.357E-07,4.23582E-08,0,0,0,7.03169E-08,0,1.50898E-07,9.50075E-08,4.40073E-08,0,0,0,0,0,0,0,0,0,0,1.19069E-07,1.39135E-08,2.10942E-07,1.21937E-07,1.48867E-07,4.07101E-08,0,0,0,0,0,0
1541,7.16528E-08,2.15159E-07,7.11475E-08,0,0,0,0,0,0,0,0,0,2.59491E-08,0,5.02483E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03394E-08,0,0,0,0,0,0,0,0,0,5.89134E-08,1.10597E-08,0,0,0,0,0,0,0,1.53637E-07,1.38512E-07,1.17092E-07,0,0,0,0,0,0,0,0,0,0,0,0,8.89269E-09,1.04035E-08,1.12899E-08,0,0,0,0,0,0
1542,2.17747E-08,0,2.68049E-08,0,0,0,0,0,0,0,0,0,5.13257E-08,0,1.98431E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5537E-08,0,3.82416E-08,0,0,0,0,0,0,1.3506E-08,1.09479E-07,1.92582E-08,0,0,0,0,0,0,0,0,0,1.13256E-08,0,0,0,0,0,0,0,0,0,0,0
1543,4.2712E-08,0,0,0,0,0,5.18126E-08,1.30169E-08,7.68771E-08,0,0,3.0937E-08,0,2.17003E-07,3.89231E-08,0,0,0,1.90149E-08,9.30344E-08,1.52148E-07,8.54614E-08,0,3.32584E-08,1.29054E-07,2.49152E-08,9.36361E-08,1.50258E-08,2.54439E-08,2.00356E-08,7.07766E-08,3.08491E-08,0,8.08785E-08,5.86539E-08,9.10837E-07,0,7.92462E-08,6.0689E-08,5.13075E-08,1.19646E-07,2.67305E-08,0,0,0,5.16068E-08,1.67114E-08,0,0,0,0,0,0,0,1.13087E-07,1.02386E-07,1.58497E-08,0,0,0,1.78182E-08,0,1.6528E-07,0,1.73448E-07,6.71052E-08,9.47864E-08,2.67157E-08,1.88048E-07,5.48473E-07,2.42812E-07,1.76984E-08
1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48546E-08,0,0,0,0,0,0,0,0,0,2.37641E-08,0,2.00356E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75401E-08,0,0,0,0,0,0,0,0,0,0
1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,0,0,0,2.92331E-08,2.71625E-08,0,3.27223E-08,6.58558E-08,6.43971E-08,1.7293E-07,6.14654E-08,3.50346E-08,0,0,0,3.13261E-08,1.04413E-07,0,3.2489E-08,1.05747E-07,2.33916E-07,2.7935E-08,3.09114E-08,0,0,0,0,1.57674E-08,0,0,3.04316E-08,0,0,0,2.67669E-08,0,0,0,0,0,0,0,4.96173E-08,2.54669E-08,0,0,0,0,0,2.11293E-08,2.60176E-08,0,0,2.37916E-08,1.20526E-07,0,5.11351E-08,0,3.34383E-08,9.53174E-08,0,0,0,0,0,0,3.00749E-08,0,0,0,6.21996E-08,0
1547,0,0,0,2.6275E-08,8.24575E-08,0,0,1.99902E-08,0,0,0,0,0,0,0,1.40781E-07,0,0,0,0,0,0,3.12794E-08,0,1.72149E-08,0,0,0,0,6.66542E-09,0,0,0,0,2.40584E-08,0,3.39821E-08,9.75562E-08,0,0,0,0,0,0,0,2.62642E-08,0,0,0,0,0,8.12571E-08,9.84537E-08,0,0,0,0,0,0,0,2.27069E-08,0,1.22873E-08,0,0,1.49237E-08,0,0,0,0,0,4.67744E-08
1548,0,0,0,2.81159E-08,2.94116E-08,6.36681E-08,0,0,0,0,0,0,0,0,0,6.02578E-08,0,5.25346E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14412E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,3.61142E-08,1.17637E-07,4.44568E-08,2.77622E-08,2.90416E-08,0,0,0,0,0,0,0,2.83752E-08,2.96951E-08,0,2.97499E-08,2.37507E-07,1.06137E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84005E-08,6.48481E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,4.19061E-08,0,0,0,0,0,0,0,7.95493E-08,0,0,4.60019E-08,0,0,7.63773E-08,8.92497E-08,1.77792E-08,7.78107E-08,0,0,0,0,0,0,3.3567E-08,0,4.14956E-09,9.14502E-08,2.49645E-08,6.74415E-08,9.0095E-08,1.36262E-07,1.17251E-07,1.74832E-08,1.63613E-07,3.66338E-07,1.28225E-07,0,8.73853E-09,1.20103E-07,3.67947E-08,1.42722E-07,0,9.92387E-08,1.23049E-07,3.21238E-08,0,3.16824E-08,0,0,0,0,0,0,0,0,0,1.93826E-08,0,0,9.4829E-08,0,5.81535E-08,2.47213E-08,3.33686E-08,4.60147E-08,1.58379E-07,6.40296E-08,6.0021E-07,1.74235E-07,1.13824E-07,6.21088E-08
1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,1.77682E-08,0,0,0,0,0,0,0,0,0,0,0,0,5.4164E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83347E-08,2.54944E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09747E-07,5.95484E-08,0,0,0,0,0,0
1553,3.35237E-07,5.67279E-08,1.38086E-08,5.55424E-07,3.339E-07,6.20951E-07,7.74894E-07,1.59382E-06,2.55415E-06,6.70415E-07,8.89416E-07,3.86925E-07,3.16092E-07,3.6004E-07,6.16386E-07,5.69501E-07,6.85394E-07,7.74607E-07,1.60414E-06,2.01529E-06,2.22867E-06,8.2134E-07,4.88407E-07,3.52327E-07,0,0,0,8.91877E-08,5.61839E-08,1.68645E-07,4.01364E-07,2.86747E-07,6.18352E-07,3.91458E-07,1.29149E-07,7.5839E-07,0,0,0,9.4749E-08,2.18755E-08,2.86812E-08,5.75827E-08,1.04892E-07,3.03336E-07,4.42854E-08,2.41588E-08,5.91801E-08,0,5.78145E-08,5.35645E-08,6.88021E-07,7.06272E-07,8.34429E-07,4.24761E-07,1.16312E-06,5.57087E-07,3.77689E-07,1.64723E-07,4.65728E-08,1.69885E-08,0,1.83858E-08,1.52764E-07,2.16189E-08,1.23454E-08,2.61862E-07,3.34448E-07,8.08896E-07,4.12075E-07,8.14209E-07,1.09505E-07
1554,0,0,0,0,0,0,6.95925E-08,0,0,3.69219E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3704E-08,0,0,0,0,0,0,0,0,0,0,0,2.38311E-08,6.71068E-08,1.95521E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02568E-08,0,0,0,0,0,0,0,0,0,0
1556,0,0,0,0,0,0,0,0,0,4.99325E-08,0,5.03831E-08,0,0,0,0,0,0,0,0,0,9.04561E-08,0,0,0,0,0,0,0,0,0,0,0,3.11367E-08,0,0,0,0,0,0,0,0,3.56772E-08,1.09871E-07,0,0,0,0,0,0,0,0,0,0,8.66639E-08,0,7.78897E-08,0,0,4.74599E-08,0,0,0,2.27822E-08,0,0,0,3.63842E-08,0,0,0,0
1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51486E-07,0
1558,0,0,0,0,0,0,1.43219E-08,2.48767E-08,0,0,0,0,0,0,0,0,3.50317E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9788E-08,0,0,0,0,0,0,0,0,2.72236E-08,0
1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33549E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.27011E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88318E-08,0,1.89376E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,0,0,0,0,0,0,1.52293E-07,2.30024E-08,0,0,0,0,0,0,0,0,1.61962E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,0,0,0,0,0,0,0,0,0,0,7.61997E-08,0,0,0,0,0,0,0,0,7.82735E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79365E-07,5.421E-08,3.84911E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82977E-08,0,6.38869E-08
1564,0,0,0,0,0,0,0,0,0,0,0,3.04036E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,3.08475E-08,0,0,0,0,3.4708E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18554E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,0,0,0,0,0,0,1.39185E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,0,0,0,0,0,0,1.90407E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80966E-08,0
1569,0,0,0,0,0,0,6.62185E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.95373E-08,0
1570,0,0,0,0,0,0,1.52357E-07,1.40595E-07,1.49369E-07,0,3.4458E-08,0,0,0,0,0,0,0,1.69307E-07,3.04888E-07,2.3213E-07,1.74594E-08,1.93196E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34548E-08,1.36103E-07,0,0,5.92824E-08,0,0,0,0,0,0,0,1.0987E-07,0,0,0,0,0
1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06713E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.39861E-08,0,0,0,0,0,0,0,0,0,2.76836E-08,0,0,2.82802E-08,0,1.33515E-07,8.17326E-08,1.69837E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51138E-07,7.46197E-09,6.98455E-09,0,7.17575E-08,0,0,0,0,0,0,0
1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89934E-08,0,0
1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4006E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,0,0,0,0,0,0,0,0,0,0,8.36836E-08,5.31681E-08,0,0,0,0,0,0,0,0,0,2.38641E-08,2.64067E-08,9.55969E-08,0,0,0,2.12578E-08,2.56332E-08,1.4533E-07,0,0,0,1.75536E-07,1.54427E-07,0,0,0,0,0,5.31262E-08,2.32181E-08,0,0,0,3.93963E-08,0,0,0,0,0,0,0,0,0,0,0,0,5.07456E-08,0,0,0,0,6.4075E-08,2.4987E-08,2.71158E-08,0,0,7.93894E-08,2.74064E-08,4.19292E-08,0
1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29924E-07,0,0,0,0,0,0
1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,0,0,0,0,1.04669E-07,0,1.20531E-07,2.18075E-08,0,8.64741E-08,1.40588E-07,7.66699E-08,3.45559E-08,4.70173E-08,0,2.46366E-08,6.75749E-08,2.9042E-08,0,0,1.92922E-07,1.80599E-07,7.58846E-08,1.20999E-07,1.9626E-08,0,0,0,0,0,0,0,2.97869E-08,0,2.55767E-07,0,0,0,0,0,0,0,0,5.57319E-08,3.73937E-08,0,0,0,0,0,0,0,0,4.84947E-07,8.86335E-08,6.91717E-08,9.97297E-08,1.07663E-07,7.31766E-08,8.2192E-08,0,0,0,0,0,0,0,0,3.2216E-08,0,0,0
1579,9.74132E-08,1.51693E-07,0,0,0,0,0,0,0,0,0,0,3.06154E-08,1.96401E-07,3.99154E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79871E-08,1.94375E-07,0,0,7.87835E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28988E-08,0,0
1580,0,0,0,0,0,0,5.09388E-08,5.19333E-08,7.6679E-08,0,0,2.72692E-08,0,0,0,0,0,0,7.58635E-08,2.74361E-08,0,0,0,0,0,0,0,0,0,0,2.36865E-08,4.10261E-08,4.20842E-08,0,2.08341E-08,5.50066E-08,2.81112E-08,2.01755E-08,1.48129E-08,0,0,0,0,0,1.94678E-08,0,0,2.44042E-08,0,0,0,0,0,0,0,1.03954E-07,2.10784E-08,2.65761E-08,5.20534E-08,0,8.45279E-08,0,1.21974E-07,0,0,0,7.02265E-08,0,0,0,0,0
1581,1.34607E-07,1.37021E-08,0,0,0,0,0,0,0,0,0,0,2.64405E-08,5.12916E-08,2.60667E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41706E-08,8.92878E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,0,0,0,0,0,0,0,5.64429E-08,0,0,0,0,0,0,0,0,0,0,0,0,1.49868E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21037E-08,0,0,0,0
1583,0,0,0,0,0,0,0,0,8.19349E-08,0,3.63278E-08,0,0,0,0,0,0,0,1.29101E-07,0,6.91253E-08,0,4.0736E-08,0,0,0,0,2.08849E-08,0,0,0,0,0,2.53438E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43481E-07,0,4.42911E-08,0,0,0,0,0,0,0,0,2.96151E-08,0,0,0,0
1584,0,0,0,0,0,0,0,8.06005E-08,1.58674E-07,0,0,0,0,0,0,0,0,0,3.92467E-08,8.51616E-08,1.07006E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03935E-08,0,0,0,0,0,0,0,0,0,0,0,0,0
1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65039E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20458E-08,0,0,0,0,0,0,0,0,0,0,8.58463E-08,1.12014E-07,0,1.36879E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,0,0,0,4.28563E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00112E-07,9.80424E-08,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,0,0,0,0,0,0,0,0,1.02088E-06,0,0,0,0,0,0,0,0,0,0,0,0,2.44431E-07,2.70475E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,0,0,0,0,0,0,7.09244E-08,0,0,2.50857E-08,0,3.14894E-08,0,0,0,0,0,3.94638E-08,4.69458E-08,2.5467E-08,0,6.81667E-08,0,0,0,0,0,0,0,0,2.19865E-08,0,2.19482E-08,1.75144E-07,1.08263E-07,7.93995E-08,0,0,0,0,0,0,4.91415E-08,1.83995E-08,1.80706E-08,0,0,1.40905E-08,0,0,0,0,0,1.71891E-08,7.58309E-08,2.01876E-08,1.21796E-07,0,4.83175E-08,0,0,0,0,0,0,0,0,0,3.45034E-08,1.76102E-07,8.13841E-08,0
